2026-08-29 20:47:29.196 | INFO     | androguard.core.apk:_apk_analysis:420 - Starting analysis on AndroidManifest.xml
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:__init__:1136 - AXMLPrinter
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:__init__:449 - AXMLParser
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:__init__:482 - FIRST HEADER <ARSCHeader idx='0x00000000' type='3' header_size='8' size='14448'>
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:__init__:540 - STRING_POOL <ARSCHeader idx='0x00000008' type='1' header_size='28' size='6800'>
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT -1
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00001a98' type='384' header_size='8' size='132'>
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:_do_next:617 - AXML contains a RESOURCE MAP
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00001b1c' type='256' header_size='16' size='24'>
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:_do_next:685 - Start of Namespace mapping: prefix 49: 'android' --> uri 96: 'http://schemas.android.com/apk/res/android'
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00001b34' type='258' header_size='16' size='196'>
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-29 20:47:29.197 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: manifest (line=3)
2026-08-29 20:47:29.198 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-29 20:47:29.198 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-29 20:47:29.198 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-29 20:47:29.198 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-29 20:47:29.198 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-29 20:47:29.201 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}versionCode='b'1''
2026-08-29 20:47:29.201 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 1
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 1
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeName:997 - 1
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 1
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 1
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 1
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}versionName='b'24.10.803''
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 2
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 2
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeName:997 - 2
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 2
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 2
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}installLocation='b'2''
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 3
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 3
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeName:997 - 3
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 3
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 3
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}compileSdkVersion='b'30''
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 4
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 4
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeName:997 - 4
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 4
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 4
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 4
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}compileSdkVersionCodename='b'11''
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 5
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 5
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeName:997 - 5
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 5
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 5
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 5
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: package='b'com.embodied.bo_unity''
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 6
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 6
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeName:997 - 6
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 6
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 6
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: platformBuildVersionCode='b'30''
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 7
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 7
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeName:997 - 7
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 7
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 7
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: platformBuildVersionName='b'11''
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00001bf8' type='258' header_size='16' size='76'>
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: uses-sdk (line=9)
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-29 20:47:29.202 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}minSdkVersion='b'28''
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 1
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 1
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:getAttributeName:997 - 1
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 1
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 1
2026-08-29 20:47:29.203 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}targetSdkVersion='b'30''
